EmployeeID;Attrition;Age;DistanceFromHome;MonthlyIncome;NumCompaniesWorked;PercentSalaryHike;TotalWorkingYears;TrainingTimesLastYear;YearsAtCompany;YearsSinceLastPromotion;YearsWithCurrManager;EnvironmentSatisfaction;JobSatisfaction;WorkLifeBalance;AverageDailyHours;BusinessTravel_NonTravel;BusinessTravel_Frequently;MS_Divorced;MS_Married
1005;0;43;1;76550;8;12;6;3;1;0;0;3;3;3;7;0;1;0;1
1006;0;42;1;174650;8;13;7;3;5;0;4;2;2;2;5;0;0;1;0
1007;0;54;3;73510;8;20;28;3;1;0;0;3;1;3;6;0;0;0;1
1008;0;33;14;108200;5;12;11;2;9;1;7;4;2;2;5;1;0;1;0
1009;0;41;5;121690;1;19;5;2;5;0;4;3;1;3;5;0;0;1;0
1010;0;34;7;177790;1;21;15;5;15;0;7;4;3;3;7;1;0;1;0
1011;0;53;10;20976;4;13;27;2;3;0;2;1;3;2;6;1;0;0;1
1012;0;43;16;67820;0;16;10;2;9;1;8;2;4;3;5;0;0;0;0
1013;0;34;10;77790;5;12;6;2;2;2;2;4;4;3;6;0;0;0;0
1014;0;24;1;27910;1;14;1;3;1;1;0;2;2;3;6;0;0;0;0
1015;0;38;8;32010;1;11;5;3;5;0;4;4;3;3;5;0;0;0;1
1016;0;24;1;49680;1;14;1;3;1;0;0;3;1;3;7;0;0;0;1
1017;0;31;8;131200;1;12;13;5;12;5;7;1;4;3;6;0;0;0;1
1018;0;51;1;40330;2;14;15;2;2;2;2;1;3;3;5;0;0;0;1
1019;0;37;24;32910;1;16;5;2;5;0;3;2;2;3;6;0;0;0;1
1020;0;46;3;42720;7;13;24;3;2;2;2;3;4;3;8;0;0;1;0
1021;1;36;26;50560;7;12;15;2;12;5;7;4;1;3;8;0;0;0;1
1022;0;44;10;28440;1;12;6;2;5;2;3;3;2;2;7;0;1;1;0
1023;0;37;19;27030;2;14;19;2;10;4;7;3;2;2;5;0;0;1;0
1024;1;35;15;20976;1;22;10;4;10;7;7;3;4;3;7;0;0;0;0
1025;0;33;8;82240;6;19;14;3;10;7;6;4;1;3;7;0;0;0;1
1026;0;28;9;47660;1;12;5;3;5;0;3;3;4;4;6;0;0;0;1
1027;0;39;3;26100;7;12;9;2;4;2;2;3;3;3;5;0;0;0;0
1028;0;46;9;57310;8;17;6;2;2;2;2;2;2;3;5;1;0;0;0
1029;0;40;2;25390;4;12;7;3;4;0;2;3;1;2;5;0;0;0;1
1030;0;42;7;57140;5;11;10;2;1;0;0;2;1;2;5;0;0;0;1
1031;1;35;10;43230;2;18;15;3;7;1;7;2;4;3;5;1;0;1;0
1032;0;38;6;73360;5;11;13;3;11;3;8;1;2;3;6;1;0;1;0
1033;0;34;2;134990;4;22;11;2;7;0;7;4;1;2;6;0;1;0;1
1034;0;37;24;137580;1;11;10;5;10;0;8;4;1;1;5;0;0;0;0
1035;0;39;2;51550;2;18;7;3;2;2;2;3;4;3;5;0;1;1;0
1036;0;43;8;22580;4;18;7;2;3;1;2;1;3;2;6;1;0;0;0
1037;0;41;3;35970;3;13;11;2;3;1;2;2;2;1;6;0;0;0;0
1038;0;41;1;25150;0;18;23;2;20;9;5;3;3;4;9;0;0;1;0
1039;0;30;26;44200;8;11;9;3;7;0;2;1;3;3;6;0;0;0;0
1040;0;26;2;65780;0;15;6;3;5;1;4;4;2;3;7;0;0;0;1
1041;0;46;10;44220;4;11;13;2;9;3;7;4;2;4;7;0;0;0;1
1042;0;40;26;102740;4;18;12;3;5;0;3;3;4;3;5;0;0;1;0
1043;0;34;2;53430;1;14;10;5;10;4;8;2;3;3;6;0;0;0;1
1044;0;54;2;23760;4;12;28;3;16;9;10;2;2;2;5;1;0;1;0
1045;0;35;8;53460;0;14;6;3;5;0;3;2;3;4;6;0;0;0;1
1046;0;47;19;28270;8;14;28;3;20;9;10;3;2;3;9;0;0;1;0
1047;0;40;1;177790;2;13;15;3;7;7;7;2;1;3;6;0;0;1;0
1048;0;54;26;31310;4;14;14;3;7;1;7;4;4;2;5;0;0;0;1
1049;0;31;8;25520;2;18;9;2;3;2;2;1;1;3;6;0;1;0;1
1050;0;28;1;44770;1;15;3;5;3;1;2;3;1;3;6;0;0;0;1
1051;1;38;19;64740;2;13;20;3;4;0;3;2;4;2;8;0;0;0;1
1052;0;26;8;30330;1;12;5;2;5;1;2;3;4;3;5;0;0;0;0
1053;0;54;10;29360;2;13;23;3;2;2;2;1;3;3;8;0;1;0;1
1054;0;24;2;177790;1;22;1;4;1;0;0;2;3;1;6;1;0;0;0
1055;0;31;2;21680;0;14;2;2;1;0;0;4;1;3;5;0;0;0;1
1056;0;29;8;28530;4;14;4;5;2;2;0;1;1;3;7;0;0;1;0
1057;0;45;1;170480;4;15;10;3;8;5;7;3;3;4;6;1;0;0;1
1058;0;36;2;22900;4;11;15;5;1;0;0;4;2;3;9;0;0;0;1
1059;0;43;8;36000;1;22;7;2;7;7;7;1;4;3;5;0;1;0;1
1060;1;27;8;21070;0;13;6;2;5;0;2;4;4;2;9;0;1;0;0
1061;0;29;6;41150;1;11;11;1;11;3;10;4;4;4;6;0;1;0;1
1062;0;32;9;43270;8;13;4;4;1;0;0;4;4;4;6;0;1;0;0
1063;0;42;11;177790;3;18;10;2;6;3;3;3;3;2;5;1;0;0;1
1064;0;47;2;31960;4;14;7;3;2;2;0;2;3;3;5;0;0;0;0
1065;0;46;1;177790;3;21;12;2;9;4;7;4;4;2;6;0;0;1;0
1066;0;28;7;89660;1;16;3;3;3;2;2;3;4;3;6;1;0;1;0
1067;0;29;16;22100;8;11;11;4;7;1;6;4;3;3;6;0;0;1;0
1068;0;42;2;45390;4;17;8;5;1;0;0;4;3;3;5;0;0;0;0
1069;0;32;1;27410;7;11;7;3;2;2;2;3;2;2;9;0;0;0;0
1070;0;46;23;34910;2;14;25;1;19;2;8;1;1;3;6;0;0;1;0
1071;0;27;2;45410;1;14;9;4;9;5;8;2;3;3;5;0;0;0;1
1072;0;29;1;26780;1;22;1;3;1;0;0;4;2;3;6;0;0;0;1
1073;0;43;1;73790;7;13;21;3;16;6;10;1;3;3;5;0;0;0;1
1074;0;48;2;62720;4;14;28;3;20;9;9;4;2;3;5;0;0;0;1
1075;1;29;13;52200;1;17;1;3;1;1;0;4;4;2;7;0;1;0;0
1076;0;46;4;27430;5;22;14;1;8;0;7;3;2;3;6;0;0;0;1
1077;0;27;16;49980;0;20;8;3;7;7;3;4;1;2;6;0;1;0;1
1078;0;39;2;102520;8;13;7;3;2;2;2;3;4;3;5;0;0;1;0
1079;0;54;2;27810;8;13;19;2;5;0;4;2;4;4;5;0;0;0;1
1080;0;28;26;68520;1;18;1;2;1;0;0;2;2;3;5;0;0;0;1
1081;1;30;12;49500;1;12;1;3;1;0;0;2;4;2;6;0;0;0;0
1082;1;24;16;35790;1;19;1;3;1;0;0;4;2;3;9;0;0;0;0
1083;0;36;11;131910;1;14;10;2;10;1;7;2;3;3;8;0;0;0;1
1084;0;31;2;103770;1;14;10;2;10;0;2;2;3;3;6;0;0;1;0
1085;1;34;14;22350;2;14;9;2;5;1;0;3;4;3;6;0;0;0;1
1086;0;29;5;105020;3;12;11;4;3;1;2;4;1;3;5;0;0;0;0
1087;0;37;7;20976;5;13;16;4;5;0;4;4;1;3;7;0;0;0;1
1088;0;35;2;20976;0;22;4;2;3;0;2;4;2;3;9;0;0;0;1
1089;0;45;3;37600;0;14;10;2;9;3;8;2;4;2;6;0;0;0;1
1090;0;36;5;177790;1;17;10;5;10;0;8;2;4;2;5;0;1;0;0
1091;0;40;3;68330;2;13;22;3;19;9;10;1;1;3;5;0;0;1;0
1092;0;26;26;68120;1;13;1;2;1;1;0;2;3;2;8;0;0;0;1
1093;0;27;4;51710;0;20;9;1;8;0;7;1;3;3;6;0;0;0;0
1094;0;48;2;177790;3;14;24;2;20;4;7;4;4;3;6;0;1;1;0
1095;0;44;1;177790;2;12;10;1;2;2;2;2;1;3;6;0;0;0;1
1096;1;34;26;36920;1;12;5;5;5;3;0;4;1;3;8;1;0;0;1
1097;0;54;1;25590;1;21;5;3;4;1;0;1;4;3;5;0;0;0;0
1098;0;36;13;25170;2;14;12;3;4;1;3;3;2;1;5;0;0;0;1
1099;0;41;5;66230;5;18;14;3;5;1;4;3;2;3;5;0;0;0;1
1100;0;42;7;177790;8;12;18;4;13;5;7;3;1;4;6;0;0;0;1
1101;1;31;9;161240;2;22;8;2;5;1;4;3;4;3;7;0;0;1;0
1102;1;34;8;25850;3;12;9;5;4;0;1;4;4;2;8;0;0;0;1
1103;0;31;25;177790;8;21;4;3;2;2;2;1;3;2;5;0;0;1;0
1104;0;26;16;83800;3;14;8;3;7;7;7;3;4;3;5;0;1;0;1
1105;0;45;8;29940;4;18;12;2;4;0;3;2;3;3;6;0;1;0;0
1106;0;33;1;20976;1;13;10;3;10;0;9;2;3;2;5;0;0;0;0
1107;1;28;8;20976;1;11;7;3;7;0;7;3;4;3;9;0;1;0;1
1108;0;29;2;28750;1;11;1;3;1;0;0;3;1;3;5;0;1;0;0
1109;0;39;8;177790;6;19;10;4;3;1;2;1;3;3;5;1;0;0;1
1110;0;27;3;135770;1;12;6;2;5;1;2;2;2;2;5;0;0;0;1
1111;1;34;9;26250;1;12;16;4;15;6;10;3;4;3;7;0;1;0;1
1112;0;28;25;177790;3;16;6;4;2;2;2;4;3;3;8;0;0;0;0
1113;0;47;1;45380;8;11;16;3;8;1;7;3;2;4;5;1;0;0;1
1114;0;54;4;177790;4;14;6;5;1;0;0;4;1;3;6;0;0;0;1
1115;0;39;1;105120;1;12;10;2;10;7;9;1;1;3;5;0;0;0;1
1116;0;38;4;44440;1;13;20;2;20;0;7;4;2;3;9;0;1;1;0
1117;0;54;5;21540;4;21;28;3;1;0;0;4;4;2;8;0;0;0;1
1118;0;32;9;177790;3;17;8;2;4;0;3;1;3;3;8;0;1;0;0
1119;0;38;3;44900;2;21;10;1;5;0;3;2;4;4;6;0;0;1;0
1120;0;49;11;35060;3;11;28;4;5;4;3;2;4;3;5;0;1;0;1
1121;0;42;1;23720;3;12;14;3;1;0;0;2;4;3;7;0;0;1;0
1122;0;27;8;102310;1;13;1;2;1;0;0;1;2;3;5;0;1;0;1
1123;0;35;25;54100;0;18;6;4;5;0;4;2;1;1;5;0;0;0;1
1124;0;28;21;79780;1;16;5;2;5;1;4;3;3;2;5;1;0;0;0
1125;1;31;23;38670;1;11;4;4;4;2;3;3;1;4;8;1;0;1;0
1126;0;36;1;28380;1;19;5;5;5;0;2;1;2;3;6;1;0;0;1
1127;0;34;2;46950;1;16;14;2;14;2;1;1;4;2;5;0;0;0;0
1128;0;34;19;33390;1;16;9;2;8;1;1;4;3;2;5;0;0;1;0
1129;0;26;2;20976;0;13;8;5;7;7;6;3;1;2;5;0;0;0;0
1130;0;29;2;20976;0;22;6;2;5;0;2;1;1;2;6;0;0;0;1
1131;0;32;3;62090;5;17;9;5;5;1;2;3;4;3;5;1;0;1;0
1132;0;31;25;177790;1;14;10;2;10;8;7;4;1;3;5;0;1;0;1
1133;0;28;7;171230;5;15;6;2;4;0;3;3;4;2;5;0;0;1;0
1134;0;38;9;23720;4;12;20;3;1;0;0;1;1;2;6;0;0;0;0
1135;1;35;5;48830;1;18;10;1;10;0;9;3;4;3;7;0;0;0;1
1136;0;27;2;39040;1;15;7;2;7;0;7;4;4;3;6;0;0;0;0
1137;0;32;8;46270;8;17;8;2;1;0;0;4;4;3;6;0;0;0;0
1138;1;31;2;70940;1;14;10;2;10;0;8;1;4;3;8;0;1;0;1
1139;0;53;18;34230;6;15;15;4;2;2;2;1;1;2;9;0;0;0;0
1140;0;54;14;66740;3;17;9;2;4;2;3;1;3;2;6;0;0;0;1
1141;0;33;2;168800;1;14;9;2;9;2;8;4;3;3;6;0;1;1;0
1142;0;43;3;90940;1;12;10;1;10;0;9;1;3;3;6;0;0;0;1
1143;0;38;2;84460;0;14;7;3;6;1;2;4;2;3;6;0;1;0;1
1144;0;54;9;119160;4;15;28;3;10;1;4;3;2;3;6;0;0;0;1
1145;1;31;6;45340;1;13;1;2;1;0;0;4;4;3;9;0;0;1;0
1146;0;39;4;98520;0;12;21;5;20;9;10;2;1;3;5;0;0;0;0
1147;0;42;10;61510;1;13;20;3;20;3;7;4;3;3;5;1;0;0;0
1148;0;31;14;23020;4;14;13;3;11;4;8;3;3;4;5;1;0;0;1
1149;0;54;1;23620;6;13;9;2;5;1;4;3;1;3;9;0;0;0;0
1150;0;24;5;177790;1;11;4;5;4;1;2;2;3;2;5;0;0;0;0
1151;0;24;7;177790;1;11;5;2;5;1;4;4;4;4;5;0;0;0;0
1152;0;40;21;177790;1;21;10;1;10;9;4;4;3;4;6;0;1;0;1
1153;0;40;8;35440;3;18;15;3;11;5;10;2;2;3;5;0;0;0;1
1154;0;25;20;85000;4;12;6;2;2;1;2;3;2;3;5;0;0;0;1
1155;0;30;20;46610;1;11;12;3;12;1;7;4;2;2;5;0;0;0;1
1156;0;25;7;41030;6;15;7;2;2;0;2;4;3;2;8;0;0;1;0
1157;0;47;1;42490;2;13;25;2;17;9;10;1;3;3;6;0;0;0;0
1158;0;33;1;140260;1;12;1;4;1;0;0;2;3;2;5;1;0;1;0
1159;0;38;19;68930;0;17;16;3;15;5;8;4;2;3;6;0;0;0;1
1160;0;31;10;61250;0;13;3;3;2;1;2;1;3;3;5;0;0;0;1
1161;0;38;1;36690;2;19;10;2;8;7;7;1;3;3;5;0;1;0;1
1162;0;42;6;100080;6;19;9;3;4;1;2;4;1;2;8;0;0;1;0
1163;0;41;2;23870;3;17;12;1;5;1;0;4;4;3;6;0;0;0;1
1164;0;47;21;46390;0;11;14;2;13;5;10;3;2;1;6;1;0;0;1
1165;0;35;4;78980;7;15;5;2;2;2;2;4;3;3;8;0;0;0;1
1166;0;24;12;25340;0;11;4;1;3;1;2;4;3;4;5;0;0;0;0
1167;0;35;9;131420;1;22;10;4;10;0;8;2;3;3;6;0;0;0;0
1168;1;33;3;20976;0;14;10;2;9;8;1;2;4;3;7;0;0;0;1
1169;0;32;3;53630;1;13;6;4;6;4;1;3;2;3;6;0;0;0;0
1170;0;40;1;50710;8;17;8;3;1;0;0;1;4;2;5;0;0;0;1
1171;0;32;1;136950;0;13;3;3;2;2;2;2;2;3;5;0;0;0;1
1172;0;39;4;134020;7;14;18;1;7;1;7;1;4;3;6;0;0;0;0
1173;0;38;20;20976;3;11;20;3;18;1;10;2;3;3;6;0;0;0;1
1174;1;32;18;63770;1;12;14;3;14;5;7;3;4;3;6;0;0;0;1
1175;1;37;1;54290;1;17;16;3;16;6;8;3;4;3;8;0;0;0;1
1176;0;25;2;27850;0;21;6;2;5;0;4;1;3;2;6;0;0;1;0
1177;0;52;2;46140;2;16;16;3;9;0;0;1;4;2;5;1;0;1;0
1178;0;44;8;26100;6;15;6;2;4;1;2;2;4;3;9;0;0;0;0
1179;0;24;10;66870;1;19;2;1;2;1;2;3;1;3;7;0;0;0;0
1180;0;39;3;47240;2;12;21;4;6;1;3;4;4;2;5;1;0;0;0
1181;0;24;2;61790;1;11;1;3;1;1;0;4;1;2;6;0;1;0;1
1182;1;36;24;61200;0;19;10;2;9;3;4;1;4;3;6;0;0;0;1
1183;0;36;16;105960;7;15;18;3;4;0;2;4;2;3;6;0;1;1;0
1184;0;54;8;54670;1;20;13;5;13;1;9;3;3;2;5;1;0;1;0
1185;1;29;9;29960;8;22;4;4;2;2;2;1;4;4;9;0;0;0;1
1186;0;42;17;99980;5;22;24;3;20;4;10;1;3;2;6;0;0;0;1
1187;0;54;10;40780;8;22;14;3;10;9;8;4;3;1;5;0;0;0;1
1188;0;41;13;109200;0;15;21;3;20;0;10;1;2;3;6;0;0;0;1
1189;0;34;1;62320;1;13;8;3;8;1;7;4;3;3;6;0;0;0;1
1190;0;36;1;132470;1;14;15;3;15;9;10;4;4;2;6;1;0;1;0
1191;0;41;1;40810;2;13;14;3;5;0;4;3;2;3;6;0;0;1;0
1192;0;32;9;57690;1;11;4;3;4;1;2;4;1;3;5;0;0;0;0
1193;1;35;16;23940;1;16;9;3;9;1;7;3;4;3;9;0;0;0;0
1194;1;38;23;39040;1;22;10;3;10;1;9;1;4;3;5;0;0;0;1
1195;0;50;4;167990;7;14;12;2;6;0;1;2;3;3;6;0;1;1;0
1196;1;36;22;29500;4;14;8;1;6;0;0;2;4;2;5;0;0;0;1
1197;0;45;24;36290;8;16;8;2;5;0;1;4;3;3;5;0;0;0;0
1198;0;40;10;93620;2;11;8;5;2;2;2;3;3;3;5;0;0;0;0
1199;0;35;7;32290;1;22;10;2;10;0;2;3;3;4;7;0;1;0;1
1200;0;40;17;35780;2;14;20;2;5;0;2;3;3;3;6;0;0;0;1
1201;0;35;14;79880;1;18;4;3;4;1;1;3;4;3;5;0;0;0;1
1202;0;29;1;42840;4;11;10;5;4;0;3;4;2;3;8;0;0;0;1
1203;0;29;5;75530;1;19;5;3;5;0;4;4;1;1;5;0;0;0;0
1204;0;50;17;173280;4;15;20;1;3;2;0;4;1;3;8;0;0;1;0
1205;0;39;25;177790;0;11;21;3;20;9;6;2;4;2;6;0;0;0;1
1206;0;31;8;147320;0;12;10;3;9;1;7;2;1;3;6;1;0;0;0
1207;0;26;11;92780;0;20;5;3;4;0;0;4;3;3;6;0;0;0;0
1208;0;36;5;20976;4;12;17;2;5;0;3;3;4;3;6;0;1;0;1
1209;0;39;2;47790;4;14;9;3;7;1;7;4;1;3;5;0;0;0;1
1210;0;27;8;164220;1;20;6;3;6;0;3;2;2;3;7;0;0;0;1
1211;0;49;6;29960;2;18;17;2;9;0;8;4;2;2;5;0;1;0;1
1212;0;34;4;20976;2;14;6;5;4;1;2;2;3;4;5;0;0;0;1
1213;0;41;7;20990;8;12;8;2;6;0;5;2;4;1;7;0;0;0;0
1214;0;49;1;58100;1;21;10;2;10;1;7;3;2;3;5;0;1;0;1
1215;0;37;2;56470;6;19;7;2;1;0;0;4;3;3;7;0;0;0;0
1216;1;33;10;34200;1;14;8;3;8;3;0;4;3;3;8;0;1;0;1
1217;0;27;5;44000;8;17;6;3;2;2;2;1;2;3;5;0;0;0;1
1218;0;32;9;35000;0;16;8;2;7;3;6;4;4;2;6;0;1;0;0
1219;0;54;2;20976;4;12;12;3;1;0;0;3;1;2;8;0;0;0;1
1220;0;30;11;171690;1;17;1;2;1;0;0;4;3;3;5;0;0;1;0
1221;1;38;18;41620;0;15;10;1;9;1;8;4;3;3;7;0;1;0;0
1222;0;36;7;92040;6;22;17;2;7;7;7;3;3;2;6;0;0;0;1
1223;0;35;3;32940;0;11;6;2;5;0;3;1;2;3;6;0;0;0;1
1224;1;29;26;21270;0;11;10;3;9;0;8;4;3;3;9;0;0;0;0
1225;0;31;2;39750;1;15;5;3;5;4;3;3;3;2;5;0;0;1;0
1226;0;34;26;107930;0;11;3;1;2;1;2;2;4;3;6;0;0;1;0
1227;0;28;1;100960;5;13;6;2;4;0;3;3;3;3;9;0;0;0;0
1228;0;29;16;36460;1;14;10;3;10;8;8;2;1;3;6;0;0;1;0
1229;0;32;22;74460;0;19;7;3;6;0;5;1;2;2;9;0;0;1;0
1230;1;24;8;108510;1;16;1;2;1;0;0;4;4;2;8;1;0;1;0
1231;0;53;11;21090;2;13;28;3;20;3;7;1;4;3;6;0;0;0;1
1232;1;38;26;37220;5;14;6;1;3;1;2;4;4;3;8;0;0;0;0
1233;0;24;1;93800;0;16;5;2;4;1;3;1;3;2;5;1;0;1;0
1234;0;36;1;54860;7;12;10;2;5;0;3;3;1;3;5;0;0;0;0
1235;0;34;24;27420;0;11;13;2;12;2;10;1;2;3;5;0;0;0;0
1236;0;24;2;137570;1;12;1;3;1;0;0;3;4;3;5;0;0;0;0
1237;0;34;15;84630;2;13;8;2;4;1;3;2;1;3;6;0;0;0;0
1238;0;53;2;31620;4;15;26;4;14;4;8;3;3;2;6;0;0;1;0
1239;0;32;10;165980;1;13;10;2;10;6;7;2;1;3;8;0;1;0;0
1240;0;42;10;66510;0;20;10;5;9;4;2;3;2;3;5;0;0;0;1
1241;0;44;3;23450;3;15;24;1;20;5;10;1;4;3;6;0;0;0;1
1242;0;46;2;34200;3;13;22;3;2;2;1;2;1;2;6;0;0;0;0
1243;0;33;3;43730;4;14;7;3;1;0;0;3;4;3;5;0;0;0;0
1244;1;44;26;47590;2;21;9;2;4;1;3;4;4;4;7;0;0;0;1
1245;0;30;1;53010;1;16;10;3;10;1;8;4;3;3;5;0;0;0;0
1246;0;39;1;36730;3;14;19;3;1;0;0;4;4;4;5;0;0;0;1
1247;1;24;2;47680;2;11;6;2;2;2;0;2;4;2;8;0;0;0;1
1248;0;43;9;20976;1;19;6;3;5;1;4;4;3;2;5;0;0;1;0
1249;0;50;12;49000;1;11;3;3;3;0;2;1;3;3;7;0;0;0;1
1250;0;35;2;104660;1;13;2;1;2;2;2;4;4;3;6;0;0;0;1
1251;0;36;25;170070;8;12;6;2;1;0;0;2;1;4;7;0;0;0;1
1252;0;33;9;29090;2;11;10;2;5;1;3;3;1;3;5;0;1;0;1
1253;1;35;10;57650;1;14;1;2;1;0;0;3;4;3;5;0;0;1;0
1254;0;27;8;45990;1;15;1;3;1;0;0;4;1;3;6;0;0;1;0
1255;0;26;4;24040;1;12;1;5;1;0;1;1;3;2;6;0;0;0;0
1256;0;27;24;31720;1;20;9;1;9;1;7;4;3;3;5;0;1;0;0
1257;0;30;1;20976;1;14;12;3;12;3;7;3;4;3;5;0;1;0;0
1258;0;41;20;102090;1;13;23;2;20;9;8;2;3;3;5;0;0;0;1
1259;0;34;7;86200;0;13;10;2;9;8;7;2;3;3;6;1;0;0;0
1260;0;37;17;20976;4;16;8;3;1;0;0;2;2;3;5;0;0;0;1
1261;1;46;20;40350;4;14;14;2;9;0;8;1;4;3;8;0;1;0;0
1262;0;35;8;38380;1;16;1;2;1;0;1;4;4;3;5;0;0;0;1
1263;0;48;2;45910;8;16;23;5;1;0;0;1;3;3;7;0;0;0;0
1264;1;28;10;25610;1;22;2;3;2;2;2;3;3;2;9;0;0;0;0
1265;0;44;1;20976;5;12;9;3;4;1;3;2;1;2;8;0;0;1;0
1266;0;35;5;48980;2;15;10;2;4;2;3;3;1;3;8;1;0;0;1
1267;1;26;4;47890;7;20;5;2;2;0;0;3;4;2;9;0;0;0;1
1268;1;33;26;31800;1;14;15;2;15;8;10;1;4;3;7;0;1;0;0
1269;0;35;15;65490;1;20;9;3;9;1;8;2;1;2;5;0;1;0;1
1270;0;35;3;63880;3;13;4;5;2;2;2;3;1;3;7;0;0;0;1
1271;0;31;10;112440;3;12;10;3;7;1;7;4;4;2;5;0;0;1;0
1272;0;37;4;160320;1;13;7;2;7;0;7;1;3;4;6;0;0;1;0
1273;1;32;21;23620;1;11;9;2;9;7;8;1;4;3;6;0;0;0;1
1274;0;38;25;163280;1;17;10;2;10;9;9;4;4;3;5;0;1;0;0
1275;0;50;2;83760;5;14;28;2;20;9;8;2;3;2;8;0;0;1;0
1276;0;54;1;166060;7;11;28;5;20;7;9;1;1;2;5;0;0;0;0
1277;0;36;1;86060;1;14;17;3;17;9;8;3;3;3;5;0;0;1;0
1278;0;54;7;22720;2;17;21;2;5;0;2;4;3;3;7;0;0;1;0
1279;0;36;3;20976;1;13;6;5;6;0;3;2;2;3;5;0;1;0;0
1280;0;45;1;70830;2;12;25;5;1;0;0;2;1;3;5;0;0;1;0
1281;0;35;9;40840;4;13;5;3;3;1;2;2;1;2;5;0;1;0;1
1282;0;36;7;144110;0;18;2;2;1;0;0;4;3;2;7;0;0;0;1
1283;0;54;10;23080;7;19;20;4;4;1;3;1;3;2;5;0;1;0;0
1284;0;29;26;48410;0;11;6;3;5;0;4;3;2;3;6;0;0;0;1
1285;0;31;3;42850;1;21;1;2;1;1;0;3;2;3;5;0;0;0;0
1286;0;32;3;97150;1;15;10;1;10;0;9;2;2;3;6;0;0;0;1
1287;0;36;2;43200;3;17;5;2;1;0;0;2;4;3;5;0;0;0;1
1288;1;31;26;21320;1;18;11;3;11;1;8;3;4;3;5;0;0;0;0
1289;0;35;2;101240;0;14;16;2;15;2;8;3;1;3;5;0;0;0;0
1290;0;45;14;54730;4;13;17;3;1;0;0;4;1;4;7;0;0;0;1
1291;0;37;1;52070;4;17;16;3;5;0;2;1;3;4;5;0;0;0;0
1292;0;46;9;164370;8;15;16;1;4;0;2;2;2;3;9;0;0;1;0
1293;1;30;18;22960;1;18;10;2;10;3;0;4;4;2;7;0;0;0;1
1294;0;35;20;40690;1;13;6;5;6;0;4;2;3;3;6;0;0;0;0
1295;0;54;2;74410;3;12;24;4;1;1;0;1;4;3;5;0;0;0;1
1296;1;38;11;24300;7;13;17;2;13;1;9;2;4;3;7;1;0;1;0
1297;0;34;8;58780;1;14;5;1;5;1;3;1;2;3;7;0;0;0;1
1298;0;54;2;26440;4;11;28;2;6;0;2;4;4;2;5;0;0;0;0
1299;0;24;10;64390;3;22;3;2;1;0;0;3;1;3;5;0;0;1;0
1300;0;51;26;24510;3;17;10;2;4;0;3;4;4;3;5;0;0;0;1
1301;0;30;8;63920;1;21;11;2;11;9;8;3;4;3;6;0;0;0;1
1302;0;46;1;97140;1;22;9;1;9;4;7;3;4;3;5;0;0;0;0
1303;0;40;6;60770;1;16;22;2;20;9;10;3;2;2;6;0;1;0;1
1304;0;51;8;24500;0;12;11;2;10;1;0;3;4;1;8;0;0;0;0
1305;0;30;9;92500;1;12;11;1;11;2;7;3;2;2;6;0;0;1;0
1306;0;46;12;20976;2;15;21;3;10;9;5;3;1;2;7;0;1;0;1
1307;0;32;15;101690;1;14;12;5;11;5;7;2;3;3;6;0;0;0;0
1308;0;54;25;48550;8;22;16;2;4;0;3;1;3;1;6;0;0;0;1
1309;0;24;6;40870;0;20;4;1;3;0;2;1;3;2;6;0;0;0;1
1310;0;28;9;23670;1;13;5;2;5;0;4;2;3;4;5;1;0;0;1
1311;0;54;8;29720;0;14;28;2;20;1;8;4;3;2;5;0;0;0;0
1312;0;44;23;177790;4;16;17;3;3;1;2;2;2;4;5;1;0;0;1
1313;0;37;9;54840;3;17;7;4;3;0;2;3;1;3;9;0;0;1;0
1314;0;32;12;20976;1;15;1;2;1;0;0;4;1;3;6;0;0;0;0
1315;1;24;4;99240;1;22;1;3;1;1;0;4;4;3;9;0;1;0;0
1316;0;34;1;41980;1;22;16;2;16;2;10;1;3;3;6;0;0;0;0
1317;0;37;24;68150;5;20;17;3;1;0;0;3;4;4;6;1;0;1;0
1318;0;54;12;47230;8;14;28;1;3;2;2;3;4;3;6;1;0;0;1
1319;0;50;3;61420;3;13;28;3;8;0;7;1;2;2;8;0;1;0;1
1320;0;25;10;82370;1;13;6;5;6;0;3;3;3;3;7;0;0;0;0
1321;0;25;26;88530;1;22;2;3;2;2;1;4;4;3;6;0;0;0;1
1322;0;24;2;177790;1;12;1;2;1;0;0;2;4;3;5;0;0;0;0
1323;0;51;1;20976;3;14;23;4;13;9;8;1;1;2;6;0;1;0;0
1324;0;34;4;55620;1;15;9;3;9;0;6;1;3;3;7;0;1;0;0
1325;0;54;9;177790;2;17;23;5;5;4;4;4;4;3;6;1;0;0;0
1326;0;24;2;34070;0;13;6;4;5;1;2;2;3;3;5;0;0;0;1
1327;0;34;4;50630;6;12;12;2;1;0;0;3;2;3;5;0;0;1;0
1328;0;37;6;46390;2;12;12;3;5;1;3;3;4;3;5;0;0;0;0
1329;0;34;9;48760;2;21;14;3;11;5;8;3;1;3;6;0;0;0;0
1330;0;36;7;26900;0;11;10;1;9;2;8;2;4;3;6;0;1;0;1
1331;0;36;1;175670;5;13;7;5;1;0;0;1;4;3;6;0;0;1;0
1332;0;43;3;24080;1;12;25;3;20;4;10;3;4;4;7;0;1;0;1
